# Метеостанция Можайск, Россия, WMO_ID=27509, выборка с 28.03.2018 по 03.04.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27509&lang=ru
#
"Местное время в Можайске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.02.2019 03:00";"-2.8";"746.0";"763.6";"";"85";"Ветер, дующий с юго-запада";"1";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"07.02.2019 00:00";"-3.2";"745.9";"763.6";"";"82";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2019 21:00";"-3.1";"746.6";"764.3";"";"78";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2019 18:00";"-2.7";"747.4";"765.1";"";"81";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2019 15:00";"-1.6";"748.2";"765.8";"";"77";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2019 12:00";"-2.0";"749.6";"767.3";"";"80";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2019 09:00";"-2.5";"750.4";"768.1";"";"80";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2019 06:00";"-2.7";"751.0";"768.8";"";"81";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2019 03:00";"-2.8";"752.5";"770.3";"";"78";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.02.2019 00:00";"-2.9";"754.0";"771.8";"";"78";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 21:00";"-2.8";"754.7";"772.6";"";"77";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 18:00";"-2.7";"755.4";"773.3";"";"75";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 15:00";"-0.7";"755.6";"773.3";"";"70";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 12:00";"-1.5";"754.8";"772.6";"";"78";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 09:00";"-1.5";"753.4";"771.1";"";"82";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 06:00";"0.6";"750.6";"768.1";"";"88";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 03:00";"1.6";"748.4";"765.8";"";"93";"Ветер, дующий с запада";"4";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.02.2019 00:00";"2.1";"747.0";"764.3";"";"96";"Ветер, дующий с юго-запада";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.02.2019 21:00";"2.3";"746.3";"763.6";"";"99";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"Морось.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.02.2019 18:00";"2.4";"745.5";"762.8";"";"99";"Ветер, дующий с юга";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.02.2019 15:00";"2.3";"746.3";"763.6";"";"99";"Ветер, дующий с юго-востока";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.02.2019 12:00";"1.7";"747.7";"765.1";"";"100";"Ветер, дующий с юга";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.02.2019 09:00";"0.8";"747.7";"765.1";"";"100";"Ветер, дующий с юга";"2";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"04.02.2019 06:00";"0.8";"747.7";"765.1";"";"100";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.02.2019 03:00";"0.8";"747.7";"765.1";"";"100";"Ветер, дующий с юга";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"04.02.2019 00:00";"0.7";"747.6";"765.1";"";"100";"Ветер, дующий с юга";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.02.2019 21:00";"0.6";"746.9";"764.3";"";"100";"Ветер, дующий с юга";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.02.2019 18:00";"0.4";"746.8";"764.3";"";"99";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2019 15:00";"0.1";"746.8";"764.3";"";"96";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2019 12:00";"-1.4";"746.7";"764.3";"";"96";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.02.2019 09:00";"-2.6";"747.4";"765.1";"";"99";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.02.2019 06:00";"-2.9";"747.4";"765.1";"";"99";"Ветер, дующий с юго-востока";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.02.2019 03:00";"-3.0";"748.1";"765.8";"";"99";"Ветер, дующий с юго-востока";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"03.02.2019 00:00";"-3.0";"748.1";"765.8";"";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"02.02.2019 21:00";"-3.0";"748.1";"765.8";"";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.02.2019 18:00";"-2.8";"748.1";"765.8";"";"97";"Ветер, дующий с юго-востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.02.2019 15:00";"-2.4";"747.4";"765.1";"";"92";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.02.2019 12:00";"-2.6";"748.1";"765.8";"";"93";"Ветер, дующий с востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.02.2019 09:00";"-3.1";"747.4";"765.1";"";"100";"Ветер, дующий с юго-востока";"1";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.02.2019 06:00";"-2.9";"746.6";"764.3";"";"100";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"02.02.2019 03:00";"-3.0";"746.6";"764.3";"";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"02.02.2019 00:00";"-3.2";"746.6";"764.3";"";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.02.2019 21:00";"-3.3";"746.6";"764.3";"";"99";"Ветер, дующий с востока";"1";"";"";"";" ";"Снег и/или другие виды твердых осадков";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.02.2019 18:00";"-2.9";"746.0";"763.6";"";"99";"Ветер, дующий с юго-востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.02.2019 15:00";"-2.5";"746.0";"763.6";"";"96";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.02.2019 12:00";"-2.5";"746.0";"763.6";"";"97";"Ветер, дующий с востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.02.2019 09:00";"-3.1";"745.2";"762.8";"";"99";"Ветер, дующий с юго-востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.02.2019 06:00";"-2.5";"745.2";"762.8";"";"97";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.02.2019 03:00";"-1.5";"745.3";"762.8";"";"95";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.02.2019 00:00";"-0.6";"744.6";"762.1";"";"94";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2019 21:00";"-0.1";"743.9";"761.3";"";"98";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2019 18:00";"0.7";"743.9";"761.3";"";"96";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2019 15:00";"1.7";"743.3";"760.6";"";"95";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2019 12:00";"2.3";"743.3";"760.6";"";"93";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2019 09:00";"1.5";"742.5";"759.8";"";"99";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2019 06:00";"0.7";"742.5";"759.8";"";"100";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.01.2019 03:00";"-0.9";"742.4";"759.8";"";"99";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.01.2019 00:00";"-1.9";"743.1";"760.6";"";"97";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.01.2019 21:00";"-2.0";"743.8";"761.3";"";"98";"Ветер, дующий с востока";"1";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"30.01.2019 18:00";"-1.6";"743.8";"761.3";"";"94";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.01.2019 15:00";"-1.4";"743.8";"761.3";"";"91";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.01.2019 12:00";"-2.2";"743.7";"761.3";"";"94";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.01.2019 09:00";"-3.0";"743.0";"760.6";"";"97";"Ветер, дующий с юга";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.01.2019 06:00";"-2.8";"742.2";"759.8";"";"96";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.01.2019 03:00";"-2.4";"742.3";"759.8";"";"95";"Ветер, дующий с юго-востока";"4";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.01.2019 00:00";"-2.1";"742.3";"759.8";"";"96";"Ветер, дующий с юго-востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.01.2019 21:00";"-1.6";"742.3";"759.8";"";"94";"Ветер, дующий с юго-востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.01.2019 18:00";"-1.2";"742.3";"759.8";"";"87";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.01.2019 15:00";"-1.8";"742.3";"759.8";"";"87";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.01.2019 12:00";"-3.1";"742.2";"759.8";"";"87";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.01.2019 09:00";"-5.3";"742.1";"759.8";"";"97";"Ветер, дующий с юго-востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.01.2019 06:00";"-6.0";"742.0";"759.8";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.01.2019 03:00";"-6.7";"742.0";"759.8";"";"90";"Ветер, дующий с юго-востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.01.2019 00:00";"-7.2";"742.0";"759.8";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.01.2019 21:00";"-7.6";"741.9";"759.8";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.01.2019 18:00";"-7.3";"742.0";"759.8";"";"84";"Ветер, дующий с востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.01.2019 15:00";"-7.5";"741.3";"759.1";"";"83";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.01.2019 12:00";"-8.5";"741.9";"759.8";"";"82";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.01.2019 09:00";"-9.4";"741.8";"759.8";"";"89";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.01.2019 06:00";"-9.0";"741.2";"759.1";"";"88";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.01.2019 03:00";"-9.3";"740.4";"758.3";"";"93";"Ветер, дующий с севера";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.01.2019 00:00";"-10.1";"738.8";"756.8";"";"92";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.01.2019 21:00";"-9.2";"738.2";"756.1";"";"95";"Ветер, дующий с севера";"1";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.01.2019 18:00";"-7.5";"736.9";"754.6";"";"90";"Штиль, безветрие";"0";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.01.2019 15:00";"-6.5";"735.5";"753.1";"";"87";"Ветер, дующий с юго-востока";"1";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.01.2019 12:00";"-6.8";"735.4";"753.1";"";"89";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.01.2019 09:00";"-8.0";"736.0";"753.8";"";"92";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.01.2019 06:00";"-8.5";"736.8";"754.6";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.01.2019 03:00";"-8.8";"737.5";"755.3";"";"91";"Ветер, дующий с востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"27.01.2019 00:00";"-9.4";"738.9";"756.8";"";"92";"Ветер, дующий с юго-востока";"2";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"26.01.2019 21:00";"-9.8";"738.9";"756.8";"";"88";"Ветер, дующий с юго-востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
